hgnc_symbol,gene_biotype,mean.CPM,min.CPM,max.CPM,express.in.libs
A1CF,protein_coding,0.04040480502055761,0,0.3224188049620183,4
A3GALT2,protein_coding,0,0,0,0
A4GNT,protein_coding,0.04497893646668984,0,0.25986580394753933,5
AADAC,protein_coding,0,0,0,0
AADACL2,protein_coding,0.01903805638030138,0,0.20307015059367609,3
AADACL3,protein_coding,0.04810542121328393,0,0.8766149076532593,2
AADACL4,protein_coding,0.0042746758306209595,0,0.08549351661241919,1
AADAT,protein_coding,0.038557421632102185,0,0.3224188049620183,5
AARD,protein_coding,0.08268018135308493,0,0.5195305608440639,7
ABCA12,protein_coding,0.09293010236737019,0,0.7375796831994581,7
ABCA4,protein_coding,0.05677851112628099,0,0.34106573755766734,5
ABCA8,protein_coding,0.006496645098688483,0,0.12993290197376967,1
ABCA9,protein_coding,0.21487767605253597,0,1.2456308408330794,11
ABCC12,protein_coding,0.02601115290026832,0,0.2765923811997968,3
ABCC8,protein_coding,0.010536210885287098,0,0.12523070109332277,2
ABCC9,protein_coding,0.0811653451485935,0,0.2765923811997968,9
ABCG4,protein_coding,0.030314649521956578,0,0.37569210327996827,3
ABCG5,protein_coding,0.03922784417673653,0,0.25046140218664553,5
ABCG8,protein_coding,0.04972854972757572,0,0.6190056728651089,4
ABHD14A-ACY1,protein_coding,0.16513633059107705,0,1.0153507529683805,8
ABHD16B,protein_coding,0,0,0,0
ABRA,protein_coding,0.12161074874422421,0,0.511598606336501,8
ACADL,protein_coding,0.021489072822039434,0,0.25046140218664553,2
ACBD7,protein_coding,0.07784621710922195,0,0.8060470124050457,3
ACCSL,protein_coding,0.018784605163998415,0,0.37569210327996827,1
ACE2,protein_coding,0,0,0,0
ACER1,protein_coding,0.03262957349836185,0,0.346353707229376,3
ACKR1,protein_coding,0.01754339153135197,0,0.173176853614688,3
ACKR2,protein_coding,0.15213307674323118,0,0.5195305608440639,11
ACOT12,protein_coding,0.01963735604669077,0,0.15062049407871977,3
ACOT6,protein_coding,0.017307633606370484,0,0.20774924536817865,2
ACOX2,protein_coding,0.07486308861372232,0,0.7904158432553532,6
ACOXL,protein_coding,0.04285132918696121,0,0.34106573755766734,4
ACR,protein_coding,0.010119472118709604,0,0.11689592576177288,2
ACRV1,protein_coding,0.07692266423528399,0,0.345160953963231,6
ACSBG2,protein_coding,0.15307371448437118,0,0.6082113852780038,11
ACSM1,protein_coding,0.16170599896073576,0,0.9905738125254228,9
ACSM2A,protein_coding,0.11248822653462023,0,1.0153507529683805,6
ACSM2B,protein_coding,0.12530114221629485,0,0.6453822227995258,10
ACSM4,protein_coding,0.026803660158056093,0,0.40614030118735217,2
ACSM6,protein_coding,0.060997677759912786,0,0.4300879438523172,6
ACSS3,protein_coding,0.1966757613748057,0,1.0992319325778974,11
ACTA1,protein_coding,0.05825718062635297,0,0.3041056926390019,6
ACTBL2,protein_coding,0.01937325356967703,0,0.20307015059367609,2
ACTC1,protein_coding,0.0042746758306209595,0,0.08549351661241919,1
ACTG2,protein_coding,0.00916011645212077,0,0.18320232904241543,1
ACTL6B,protein_coding,0.006261535054666138,0,0.12523070109332277,1
ACTL7A,protein_coding,0.027343760377273207,0,0.3162743203863009,3
ACTL7B,protein_coding,0.03600468396729027,0,0.25046140218664553,4
ACTL8,protein_coding,0.004609873019996613,0,0.09219746039993226,1
ACTL9,protein_coding,0,0,0,0
ACTN3,protein_coding,0.12574950603605423,0,0.5943442875152537,8
ACTRT1,protein_coding,0,0,0,0
ACTRT2,protein_coding,0,0,0,0
ACY3,protein_coding,0.04351548623140019,0,0.427467583062096,4
ADAD1,protein_coding,0.004609873019996613,0,0.09219746039993226,1
ADAD2,protein_coding,0.04027646672646887,0,0.40614030118735217,4
ADAM11,protein_coding,0.07566578148567994,0,0.5496069871272463,8
ADAM18,protein_coding,0,0,0,0
ADAM2,protein_coding,0.004609873019996613,0,0.09219746039993226,1
ADAM21,protein_coding,0.23598062874606546,0,0.9905738125254228,13
ADAM29,protein_coding,0.09166848706972446,0,0.5379601627624294,7
ADAM30,protein_coding,0.060533936937935,0,0.40614030118735217,5
ADAM33,protein_coding,0.037991547292987406,0,0.6092104517810283,2
ADAM7,protein_coding,0.006261535054666138,0,0.12523070109332277,1
ADAMTS1,protein_coding,0.15028150210166086,0,0.511598606336501,12
ADAMTS12,protein_coding,0.07157257943556315,0,0.5984546162869343,5
ADAMTS15,protein_coding,0.07706604461192017,0,0.5009228043732911,6
ADAMTS16,protein_coding,0.015475141821627722,0,0.30950283643255444,1
ADAMTS18,protein_coding,0.012758180153354622,0,0.12993290197376967,2
ADAMTS19,protein_coding,0.008884548850617572,0,0.09219746039993226,2
ADAMTS20,protein_coding,0.059025199815198104,0,0.20633522428836962,8
ADAMTS3,protein_coding,0.10706800702442598,0,1.0992139742544926,5
ADAMTS8,protein_coding,0.08371557479659833,0,0.6190056728651089,5
ADAMTS9,protein_coding,0.08925481825295849,0,0.6325486407726018,7
ADAMTSL1,protein_coding,0.07569556527455681,0,0.3962295250101691,6
ADAMTSL2,protein_coding,0.06112101664055095,0,0.5379601627624294,4
ADAMTSL3,protein_coding,0.08450020813124416,0,0.511598606336501,6
ADARB2,protein_coding,0.1533579603842737,0,0.4836282074430275,11
ADCY10,protein_coding,0.11372202113782896,0,0.4744114805794513,10
ADCY2,protein_coding,0.10797417396199939,0,0.8766149076532593,6
ADCY8,protein_coding,0.014180413955875187,0,0.19811476250508456,2
ADCYAP1R1,protein_coding,0.026691463173655935,0,0.37569210327996827,2
ADGB,protein_coding,0.022795621772696995,0,0.2765923811997968,2
ADGRA1,protein_coding,0,0,0,0
ADGRB2,protein_coding,0.04591829342076996,0,0.36640465808483086,4
ADGRB3,protein_coding,0.044742832882261344,0,0.37569210327996827,5
ADGRD2,protein_coding,0,0,0,0
ADGRF1,protein_coding,0.06281877417377132,0,0.4609873019996613,5
ADGRF4,protein_coding,0.015939836285312783,0,0.12523070109332277,3
ADGRF5,protein_coding,0.09567383434176252,0,0.37569210327996827,7
ADGRG4,protein_coding,0.048170756531295045,0,0.36878984159972905,4
ADGRG7,protein_coding,0.006261535054666138,0,0.12523070109332277,1
ADGRL2,protein_coding,0.07578633066806506,0,0.5009228043732911,6
ADGRL3,protein_coding,0.12313309782395604,0,0.5943442875152537,7
ADGRL4,protein_coding,0.06549690959801173,0,1.0992139742544926,3
ADH1A,protein_coding,0,0,0,0
ADH1B,protein_coding,0.04080567047355428,0,0.37569210327996827,4
ADH1C,protein_coding,0.004609873019996613,0,0.09219746039993226,1
ADH4,protein_coding,0.025600329617750568,0,0.19811476250508456,4
ADH6,protein_coding,0.117969316677588,0,0.5379601627624294,7
ADH7,protein_coding,0.01087140807466275,0,0.12523070109332277,2
ADIG,protein_coding,0.009905738125254228,0,0.19811476250508456,1
ADIPOQ,protein_coding,0.028943794505555606,0,0.20307015059367609,4
ADM5,protein_coding,0.20403369361623605,0,1.3642629502306693,11
ADORA1,protein_coding,0.038399756250393366,0,0.20307015059367609,5
ADRA1A,protein_coding,0.015481281094659365,0,0.18439492079986453,2
ADRA1B,protein_coding,0,0,0,0
ADRA1D,protein_coding,0.0680863813411969,0,0.346353707229376,6
ADRA2B,protein_coding,0.14368546536882246,0,0.6190056728651089,12
ADRA2C,protein_coding,0,0,0,0
ADRB3,protein_coding,0.04540083197459079,0,0.37569210327996827,4
AFAP1L1,protein_coding,0.06747930519747146,0,0.3962295250101691,6
AFM,protein_coding,0.004609873019996613,0,0.09219746039993226,1
AFP,protein_coding,0.004609873019996613,0,0.09219746039993226,1
AGBL1,protein_coding,0.013136516458938296,0,0.17053286877883367,2
AGBL4,protein_coding,0.07206613767201957,0,0.4609873019996613,5
AGMO,protein_coding,0.004609873019996613,0,0.09219746039993226,1
AGR2,protein_coding,0.06215442101311216,0,0.3962295250101691,5
AGR3,protein_coding,0.0042746758306209595,0,0.08549351661241919,1
AGT,protein_coding,0,0,0,0
AGTR1,protein_coding,0.04851507591726627,0,0.3162743203863009,4
AGTR2,protein_coding,0.04408390448798282,0,0.40614030118735217,4
AGXT,protein_coding,0.008884548850617572,0,0.09219746039993226,2
AGXT2,protein_coding,0.018702859190925722,0,0.20307015059367609,2
AHSG,protein_coding,0.006261535054666138,0,0.12523070109332277,1
AHSP,protein_coding,0.009219746039993227,0,0.18439492079986453,1
AIF1L,protein_coding,0.1383560923790343,0,1.1072274140738483,8
AIPL1,protein_coding,0,0,0,0
AIRE,protein_coding,0.08892558408072918,0,0.5496069871272463,8
AJAP1,protein_coding,0.1364732962749756,0,1.3840342675923103,7
AK7,protein_coding,0.185509488193897,0,0.6190056728651089,12
AKAP14,protein_coding,0,0,0,0
AKAP4,protein_coding,0.023146416668582345,0,0.19811476250508456,3
AKNAD1,protein_coding,0.02623398697491362,0,0.19811476250508456,3
AKR1B10,protein_coding,0.015475141821627722,0,0.30950283643255444,1
AKR1B15,protein_coding,0.01760316321737358,0,0.25986580394753933,2
AKR1C4,protein_coding,0.03014027035319779,0,0.25986580394753933,4
AKR1D1,protein_coding,0.03426880580581119,0,0.3162743203863009,3
AKR7A3,protein_coding,0.07956498675323695,0,0.5163808403390119,6
ALAS2,protein_coding,0.10832520461671695,0,1.255240379779002,5
ALB,protein_coding,0.03330636217096388,0,0.3162743203863009,3
ALDH1A3,protein_coding,0.13995847975312928,0,0.4744114805794513,11
ALDH1L1,protein_coding,0.06269174200858527,0,0.34197406644967676,6
ALDH3A1,protein_coding,0.06622007646789674,0,0.7513842065599365,5
ALDH3B2,protein_coding,0.012236560608188651,0,0.1433626479507724,2
ALDOB,protein_coding,0.11209598289180553,0,0.41267044857673923,9
ALLC,protein_coding,0,0,0,0
ALOX12B,protein_coding,0.051964598825681746,0,0.2867252959015448,8
ALOX15,protein_coding,0.08614391746429818,0,0.5943442875152537,6
ALOXE3,protein_coding,0.06563167157909612,0,0.3962295250101691,5
ALPI,protein_coding,0.004609873019996613,0,0.09219746039993226,1
ALPP,protein_coding,0.02800435120399164,0,0.37569210327996827,2
ALX1,protein_coding,0.014763380549680417,0,0.20307015059367609,2
ALX3,protein_coding,0.04087467982135258,0,0.43585247751118605,3
AMBN,protein_coding,0,0,0,0
AMBP,protein_coding,0.004609873019996613,0,0.09219746039993226,1
AMELX,protein_coding,0,0,0,0
AMELY,protein_coding,0,0,0,0
AMER2,protein_coding,0.09277851139425498,0,0.5379601627624294,6
AMER3,protein_coding,0.0206897184149709,0,0.20307015059367609,3
AMHR2,protein_coding,0.041791101670414575,0,0.25986580394753933,5
AMPD1,protein_coding,0.031926803434810094,0,0.19811476250508456,4
AMTN,protein_coding,0.006261535054666138,0,0.12523070109332277,1
AMY1A,protein_coding,0.03772030279814879,0,0.16568254348659175,6
AMY1B,protein_coding,0.037219379993775496,0,0.16568254348659175,6
AMY1C,protein_coding,0.04815324755735488,0,0.4257843837172974,3
AMY2A,protein_coding,0.041359775819299976,0,0.48548617196240085,2
ANGPT4,protein_coding,0.19913737281157542,0,1.0153507529683805,12
ANGPTL5,protein_coding,0.028571896172669666,0,0.3162743203863009,3
ANHX,protein_coding,0.01759149831998231,0,0.25046140218664553,2
ANKFN1,protein_coding,0.025716773456636373,0,0.18439492079986453,3
ANKRD18B,protein_coding,0.1194599269232152,0,0.7172802170165725,9
ANKRD2,protein_coding,0.03216713694964912,0,0.1725804769816155,5
ANKRD30A,protein_coding,0.013829619059989839,0,0.2765923811997968,1
ANKRD30B,protein_coding,0.03149867400448516,0,0.25046140218664553,3
ANKRD30BL,protein_coding,0.06694467997177621,0,0.6092104517810283,4
ANKRD33,protein_coding,0.03070988361624844,0,0.18439492079986453,4
ANKRD34B,protein_coding,0.0444926612109772,0,0.30950283643255444,5
ANKRD34C,protein_coding,0.03450070419169702,0,0.20307015059367609,5
ANKRD35,protein_coding,0.0688696310592243,0,0.389798705921309,6
ANKRD45,protein_coding,0.013664777496227102,0,0.1433626479507724,2
ANKRD60,protein_coding,0,0,0,0
ANKRD62,protein_coding,0.024518804119208922,0,0.35864010850828626,2
ANKRD63,protein_coding,0.006261535054666138,0,0.12523070109332277,1
ANKRD65,protein_coding,0.006261535054666138,0,0.12523070109332277,1
ANKRD7,protein_coding,0,0,0,0
ANKS4B,protein_coding,0.08077134727589219,0,0.7172802170165725,7
ANO1,protein_coding,0.014394147949330563,0,0.17098703322483838,2
ANO2,protein_coding,0.11614576708661725,0,0.3952079216276766,9
ANO3,protein_coding,0.02990946445496413,0,0.20307015059367609,4
ANO4,protein_coding,0.027669154014615987,0,0.37569210327996827,3
ANP32D,protein_coding,0.03154302417657355,0,0.17932005425414313,4
ANTXRL,protein_coding,0.01754339153135197,0,0.173176853614688,3
ANXA10,protein_coding,0.029273017772074764,0,0.40614030118735217,2
ANXA13,protein_coding,0,0,0,0
ANXA8,protein_coding,0.021561312154610462,0,0.25046140218664553,2
AOX1,protein_coding,0.09787031161266198,0,0.5009228043732911,7
AP1M2,protein_coding,0.026816554276031884,0,0.35864010850828626,3
APCS,protein_coding,0.006261535054666138,0,0.12523070109332277,1
APELA,protein_coding,0.004609873019996613,0,0.09219746039993226,1
APLN,protein_coding,0.04625926669978117,0,0.34197406644967676,4
APLNR,protein_coding,0.018784605163998415,0,0.37569210327996827,1
APLP1,protein_coding,0.049497790178435724,0,0.3224188049620183,4
APOA1,protein_coding,0.05497280888114874,0,0.7531024703935989,2
APOA4,protein_coding,0,0,0,0
APOA5,protein_coding,0.1183090069296649,0,1.0992139742544926,4
APOB,protein_coding,0.06330636717599102,0,0.5943442875152537,5
APOBEC1,protein_coding,0,0,0,0
APOC3,protein_coding,0,0,0,0
APOD,protein_coding,0.0042746758306209595,0,0.08549351661241919,1
APOH,protein_coding,0,0,0,0
APOL5,protein_coding,0.04034868355207174,0,0.4836282074430275,3
AQP1,protein_coding,0.07453404807501096,0,0.30950283643255444,8
AQP10,protein_coding,0.03209187380416736,0,0.173176853614688,5
AQP12A,protein_coding,0.02639880356340165,0,0.32524805288419295,3
AQP12B,protein_coding,0.14090826912584103,0,1.0538877910071376,7
AQP2,protein_coding,0.03807611276060276,0,0.40614030118735217,3
AQP4,protein_coding,0.05158978373052765,0,0.6453822227995258,3
AQP5,protein_coding,0.040974260009606835,0,0.35864010850828626,4
AQP7,protein_coding,0.09488998340727435,0,0.7080764958714798,6
AQP8,protein_coding,0.02273599218482454,0,0.18320232904241543,3
ARG1,protein_coding,0.16021778426567299,0,1.2902638315569515,9
ARGFX,protein_coding,0.023059280994619374,0,0.37569210327996827,2
ARHGAP28,protein_coding,0.03029216781056742,0,0.25046140218664553,3
ARHGAP29,protein_coding,0.17919132830056403,0,1.2122379753028159,9
ARHGAP36,protein_coding,0.0346353707229376,0,0.692707414458752,1
ARHGAP40,protein_coding,0,0,0,0
ARHGAP8,protein_coding,0.03428323669570838,0,0.2765923811997968,3
ARHGDIG,protein_coding,0.026073011305174594,0,0.3962295250101691,2
ARHGEF15,protein_coding,0.014322005178716596,0,0.16120940248100915,2
ARHGEF16,protein_coding,0.050545399550891865,0,0.35864010850828626,5
ARHGEF25,protein_coding,0.032643237123230064,0,0.345160953963231,3
ARID3C,protein_coding,0.012326513004747859,0,0.1433626479507724,2
ARL13A,protein_coding,0.03372411069933827,0,0.17932005425414313,5
ARL14,protein_coding,0.03114422878573108,0,0.3224188049620183,3
ARL14EPL,protein_coding,0,0,0,0
ARL2-SNX15,protein_coding,0.08036288713678306,0,1.6072577427356614,1
ARL5C,protein_coding,0.10954367342702286,0,0.5009228043732911,8
ARL9,protein_coding,0.028986426581206814,0,0.27680685351846207,4
ARMC12,protein_coding,0.0947678628772236,0,0.7172802170165725,8
ARMC3,protein_coding,0.07598386272541317,0,0.5531847623995936,5
ARMS2,protein_coding,0,0,0,0
ARPP21,protein_coding,0.11534142202647542,0,1.1072274140738483,8
ARR3,protein_coding,0.026076692706612847,0,0.3041056926390019,3
ARSF,protein_coding,0.022593074111807963,0,0.4518614822361593,1
ARSH,protein_coding,0.01087140807466275,0,0.12523070109332277,2
ARSI,protein_coding,0.08412599858788372,0,0.3962295250101691,7
ARSJ,protein_coding,0.024485154278742143,0,0.20633522428836962,3
ART1,protein_coding,0.07136064284874914,0,0.34106573755766734,7
ART3,protein_coding,0.08902839430035424,0,0.690321907926462,5
ART5,protein_coding,0,0,0,0
ARTN,protein_coding,0.07254364085731807,0,0.36640465808483086,7
ARX,protein_coding,0.010153507529683805,0,0.20307015059367609,1
ASB10,protein_coding,0.0042746758306209595,0,0.08549351661241919,1
ASB11,protein_coding,0.03112604655077554,0,0.37569210327996827,3
ASB12,protein_coding,0.015813716019315045,0,0.3162743203863009,1
ASB15,protein_coding,0.11318853367756394,0,0.5379601627624294,8
ASB17,protein_coding,0,0,0,0
ASB18,protein_coding,0.01031676121441848,0,0.20633522428836962,1
ASB4,protein_coding,0.03738562989506031,0,0.4609873019996613,2
ASB5,protein_coding,0.019125484165247453,0,0.19811476250508456,2
ASB9,protein_coding,0.05963393510452131,0,0.30124098815743955,6
ASCL1,protein_coding,0.03839891417793221,0,0.40614030118735217,4
ASCL3,protein_coding,0.14167887435942642,0,0.7221732850092937,10
ASCL4,protein_coding,0.07077030005456203,0,0.3962295250101691,5
ASCL5,protein_coding,0.07232268596579071,0,0.7328093161696617,5
ASIC4,protein_coding,0.10095899852914411,0,0.3962295250101691,9
ASIC5,protein_coding,0,0,0,0
ASIP,protein_coding,0.12273980978768712,0,0.5195305608440639,8
ASMT,protein_coding,0.1108512858269736,0,0.658679869379461,7
ASPA,protein_coding,0.11521274295207416,0,0.4518614822361593,9
ASPG,protein_coding,0.005844796288088644,0,0.11689592576177288,1
ASS1,protein_coding,0.050632175743341716,0,0.36878984159972905,6
ASTN1,protein_coding,0.03454413541888814,0,0.25046140218664553,4
ASXL3,protein_coding,0.07259355770582351,0,0.4744114805794513,5
ASZ1,protein_coding,0.0538033664568921,0,0.9905738125254228,2
ATAD3C,protein_coding,0.1960625516228894,0,0.6518551834057003,12
ATCAY,protein_coding,0.033364395041117406,0,0.4518614822361593,3
ATOH1,protein_coding,0,0,0,0
ATOH7,protein_coding,0,0,0,0
ATP12A,protein_coding,0.0042746758306209595,0,0.08549351661241919,1
ATP13A5,protein_coding,0.02800435120399164,0,0.37569210327996827,2
ATP1A2,protein_coding,0.03442259133339479,0,0.25046140218664553,4
ATP1A4,protein_coding,0.12789474108828755,0,1.1886885750305074,9
ATP1B4,protein_coding,0.06447865794316142,0,0.5531847623995936,6
ATP2B2,protein_coding,0.06513326383707227,0,0.3224188049620183,7
ATP2B3,protein_coding,0.058706814535858694,0,0.37569210327996827,7
ATP4A,protein_coding,0.02178463257340143,0,0.12523070109332277,4
ATP4B,protein_coding,0.03797162521080192,0,0.27680685351846207,5
ATP6V0A4,protein_coding,0.004609873019996613,0,0.09219746039993226,1
ATP6V1B1,protein_coding,0.01965986525568947,0,0.20633522428836962,3
ATP6V1G3,protein_coding,0,0,0,0
ATP8A2,protein_coding,0.15115459168202466,0,1.2122379753028159,8
ATRNL1,protein_coding,0.09332322132400178,0,0.35864010850828626,10
ATXN3L,protein_coding,0.00515838060720924,0,0.10316761214418481,1
AURKB,protein_coding,0.14901537844628138,0,0.7924590500203382,9
AVP,protein_coding,0.028922259517663557,0,0.3224188049620183,3
AVPR1A,protein_coding,0.1118063191019222,0,1.282416303296908,5
AVPR1B,protein_coding,0.139120201906334,0,1.8276313553430847,4
AWAT1,protein_coding,0,0,0,0
AWAT2,protein_coding,0.01737484064604681,0,0.13840342675923104,3
AXDND1,protein_coding,0.21037035022685155,0,0.967256414886055,13
AZGP1,protein_coding,0.023629588228017372,0,0.25046140218664553,3
B3GALT1,protein_coding,0.050187344308826154,0,0.25648054983725754,6
B3GALT5,protein_coding,0.12499643180486475,0,0.6261535054666139,10
B3GNT3,protein_coding,0.006261535054666138,0,0.12523070109332277,1
B3GNT6,protein_coding,0,0,0,0
B4GALNT2,protein_coding,0.15437968006734523,0,0.8766149076532593,10
B4GALNT4,protein_coding,0.07595239834482517,0,0.6190056728651089,6
BAAT,protein_coding,0.05573211634270232,0,0.5379601627624294,5
BAIAP2L2,protein_coding,0.07701057680922016,0,0.6190056728651089,5
BANF2,protein_coding,0,0,0,0
BARHL1,protein_coding,0.08193349721198691,0,0.4518614822361593,6
BARHL2,protein_coding,0.01087140807466275,0,0.12523070109332277,2
BARX1,protein_coding,0.03409927860533468,0,0.35864010850828626,3
BARX2,protein_coding,0.016167273179920366,0,0.19811476250508456,2
BBOX1,protein_coding,0.02104971354827396,0,0.25046140218664553,2
BCAM,protein_coding,0.07299280586842462,0,0.5531847623995936,6
BCAN,protein_coding,0.19844150808592598,0,1.8983852467977704,10
BCHE,protein_coding,0.004609873019996613,0,0.09219746039993226,1
BCL2L10,protein_coding,0.017878588720727624,0,0.18439492079986453,2
BCO1,protein_coding,0.03104503377190957,0,0.40547425685200256,3
BDKRB1,protein_coding,0.022428808234586504,0,0.25046140218664553,2
BDKRB2,protein_coding,0.08101384975023683,0,0.4609873019996613,6
BDNF,protein_coding,0.12401031328284795,0,0.5379601627624294,10
BECN2,protein_coding,0.006261535054666138,0,0.12523070109332277,1
BEND6,protein_coding,0.15787815338934072,0,0.9160116452120771,10
BEST2,protein_coding,0.03748647361969413,0,0.20633522428836962,5
BEST3,protein_coding,0.04347929321897286,0,0.4609873019996613,3
BEX5,protein_coding,0.08663235733658627,0,0.3224188049620183,7
BFSP2,protein_coding,0.045503714919818646,0,0.34106573755766734,4
BGLAP,protein_coding,0.12563411117675347,0,0.8710795736818806,8
BGN,protein_coding,0.02273599218482454,0,0.18320232904241543,3
BHLHA9,protein_coding,0,0,0,0
BHLHE22,protein_coding,0.22632866111471023,0,1.3642629502306693,13
BHLHE23,protein_coding,0.006261535054666138,0,0.12523070109332277,1
BHMT,protein_coding,0.004609873019996613,0,0.09219746039993226,1
BHMT2,protein_coding,0.05095795168688357,0,0.2867252959015448,6
BICC1,protein_coding,0.039958073269167865,0,0.25046140218664553,5
BIRC7,protein_coding,0.008549351661241919,0,0.17098703322483838,1
BLACAT1,protein_coding,0.0658250261571182,0,0.6190056728651089,5
BLID,protein_coding,0,0,0,0
BLOC1S5-TXNDC5,protein_coding,0,0,0,0
BMP15,protein_coding,0,0,0,0
BMP3,protein_coding,0.04092222985969031,0,0.23379185152354576,5
BMP4,protein_coding,0.06974256942177462,0,0.7172802170165725,5
BMP5,protein_coding,0.027634914207770936,0,0.427467583062096,2
BMP7,protein_coding,0.014729345138706216,0,0.11689592576177288,3
BMP8A,protein_coding,0.12954134733231856,0,0.5177414309448465,9
BMPER,protein_coding,0.04328009946309448,0,0.2765923811997968,4
BMPR1B,protein_coding,0.08559372060138444,0,0.9160116452120771,6
BMX,protein_coding,0.017280216164043682,0,0.18439492079986453,2
BNC1,protein_coding,0.023059280994619374,0,0.37569210327996827,2
BOC,protein_coding,0.1429795543866968,0,0.5129610996745151,9
BOD1L2,protein_coding,0.008966002712707156,0,0.17932005425414313,1
BOLL,protein_coding,0.07304743587268024,0,0.4300879438523172,5
BPI,protein_coding,0.14703414818506197,0,1.0543434585510385,8
BPIFA1,protein_coding,0,0,0,0
BPIFA2,protein_coding,0.004609873019996613,0,0.09219746039993226,1
BPIFA3,protein_coding,0,0,0,0
BPIFB1,protein_coding,0,0,0,0
BPIFB2,protein_coding,0.013494421870614186,0,0.18439492079986453,2
BPIFB3,protein_coding,0,0,0,0
BPIFB4,protein_coding,0,0,0,0
BPIFB6,protein_coding,0.006261535054666138,0,0.12523070109332277,1
BPIFC,protein_coding,0,0,0,0
BPY2,protein_coding,0,0,0,0
BPY2B,protein_coding,0,0,0,0
BPY2C,protein_coding,0,0,0,0
BRDT,protein_coding,0.10194575625495472,0,0.7221732850092937,7
BRINP1,protein_coding,0.031896323679009304,0,0.25046140218664553,3
BRINP2,protein_coding,0.006261535054666138,0,0.12523070109332277,1
BRINP3,protein_coding,0.005844796288088644,0,0.11689592576177288,1
BSND,protein_coding,0.014763380549680417,0,0.20307015059367609,2
BSPH1,protein_coding,0,0,0,0
BSX,protein_coding,0,0,0,0
BTBD16,protein_coding,0.004609873019996613,0,0.09219746039993226,1
BTBD17,protein_coding,0.006261535054666138,0,0.12523070109332277,1
BTC,protein_coding,0.04212554590549476,0,0.7172802170165725,2
BTG4,protein_coding,0.02267657763901608,0,0.25046140218664553,2
BTNL2,protein_coding,0.04662863759034223,0,0.3224188049620183,5
BTNL3,protein_coding,0,0,0,0
BTNL8,protein_coding,0.1756748657842157,0,1.035482861889693,9
BTNL9,protein_coding,0.1514381501556592,0,0.8629023849080775,12
BVES,protein_coding,0.08409447360852465,0,0.6261535054666139,5
C10orf120,protein_coding,0,0,0,0
C10orf53,protein_coding,0.05335946196418729,0,0.3962295250101691,4
C10orf62,protein_coding,0,0,0,0
C10orf67,protein_coding,0.004609873019996613,0,0.09219746039993226,1
C10orf71,protein_coding,0.09925975063438043,0,0.7513842065599365,6
C10orf82,protein_coding,0.012523070109332277,0,0.25046140218664553,1
C10orf90,protein_coding,0.051658822832774,0,0.5195305608440639,4
C10orf99,protein_coding,0.017053286877883368,0,0.34106573755766734,1
C11orf16,protein_coding,0.15761298633772758,0,0.4744114805794513,12
C11orf52,protein_coding,0.10893534552769071,0,0.41521028027769313,9
C11orf53,protein_coding,0.0042746758306209595,0,0.08549351661241919,1
C11orf86,protein_coding,0.008060470124050458,0,0.16120940248100915,1
C11orf91,protein_coding,0.023041111586062465,0,0.3224188049620183,2
C11orf97,protein_coding,0,0,0,0
C12orf40,protein_coding,0.06738142679162328,0,0.427467583062096,7
C12orf50,protein_coding,0.15573676672509454,0,0.7328093161696617,11
C12orf54,protein_coding,0.0768804712122587,0,0.5379601627624294,6
C12orf56,protein_coding,0.03868689848990809,0,0.3041056926390019,4
C12orf71,protein_coding,0.05390701935509244,0,0.25986580394753933,6
C14orf180,protein_coding,0,0,0,0
C14orf39,protein_coding,0.0656283922417699,0,0.3365207304597527,7
C15orf65,protein_coding,0.19391316430429908,0,1.4214910541557326,11
C16orf78,protein_coding,0,0,0,0
C16orf82,protein_coding,0.00658679869379461,0,0.1317359738758922,1
C16orf89,protein_coding,0.15547862437889698,0,1.6488209613817388,7
C16orf90,protein_coding,0.026062924360940265,0,0.25648054983725754,3
C16orf92,protein_coding,0,0,0,0
C16orf96,protein_coding,0.11236376764052858,0,0.3952079216276766,9
C17orf50,protein_coding,0.036511166825313045,0,0.3952079216276766,3
C17orf64,protein_coding,0.038981718973688274,0,0.35864010850828626,3
C17orf98,protein_coding,0.006261535054666138,0,0.12523070109332277,1
C17orf99,protein_coding,0.030480984723769533,0,0.15062049407871977,5
C18orf63,protein_coding,0.025659586568270575,0,0.25046140218664553,3
C19orf33,protein_coding,0.11493613090480197,0,0.5197316078950787,10
C19orf67,protein_coding,0.20024141618168445,0,0.86588426807344,12
C19orf81,protein_coding,0,0,0,0
C1GALT1C1L,protein_coding,0.006261535054666138,0,0.12523070109332277,1
C1orf105,protein_coding,0,0,0,0
C1orf116,protein_coding,0.07130918003764526,0,0.37569210327996827,7
C1orf141,protein_coding,0.02369543556652563,0,0.25648054983725754,3
C1orf146,protein_coding,0.030460522589051416,0,0.6092104517810283,1
C1orf167,protein_coding,0.03138702334350872,0,0.1725804769816155,5
C1orf185,protein_coding,0.01087140807466275,0,0.12523070109332277,2
C1orf210,protein_coding,0,0,0,0
C1orf53,protein_coding,0.04443346786902113,0,0.427467583062096,3
C1orf68,protein_coding,0.010153507529683805,0,0.20307015059367609,1
C1orf87,protein_coding,0.02800435120399164,0,0.37569210327996827,2
C1orf94,protein_coding,0.01087140807466275,0,0.12523070109332277,2
C1QL1,protein_coding,0.00658679869379461,0,0.1317359738758922,1
C1QL2,protein_coding,0.006261535054666138,0,0.12523070109332277,1
